"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
kmsklifeqtycheck_tobac,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;""> If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_tobac]='0' and [kmsklifeqty_tobac]>0) or
([kmsklifefreq_tobac]>0 and [kmsklifeqty_tobac]='0')",,,,,,
kmsklifeqty2_tobac,kmsk,,dropdown,"6. How many cigars per day would you typically smoke, at your heaviest use?","3, Two or more | 2, One-two | 1, One | 0, None",,,,,,"[kmsklifefreq_tobac] >0",y,,,,,
kmsklifechoice_tobac,kmsk,,dropdown,"7. Is tobacco your drug of choice?","1, Yes | 0, No",,,,,,"[kmsklifefreq_tobac] >0",y,,,,,
kmsklifeage_tobac,kmsk,,text,"8. Age of first use:",,,integer,0,90,,"[kmsklifefreq_tobac] >0",y,,,,,
kmsklifetotal_tobac,kmsk,,calc,"Total Lifetime Tobacco Score",[kmsklifefreq_tobac]+[kmsklifedur_tobac]+[kmsklifeqty_tobac],,,,,,,y,,,,,
kmsklifecomments_tobac,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmskcurrfreq_tobac,kmsk,"Tobacco - 30 Days",dropdown,"1. During the past 30 days, when you were smoking the most (a) cigarettes or (b) cigars, were you smoking: (FREQUENCY)","4, 4 points - At regular intervals throughout the day, every day or most days | 3, 3 points - In clusters, at specific times of day like coffee breaks or lunchtime, every day or most days | 2, 2 points - Once a day, every day or most days | 1, 1 point - One to 3 days per week | 0, 0 points - Does not smoke at present",,,,,,,y,,,,,
kmskcurrdur_tobac,kmsk,,dropdown,"2. How long has this current pattern of smoking been going on? (DURATION)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmskcurrdurcheck_tobac,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Duration as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_tobac]='0' and [kmskcurrdur_tobac]>0) or
([kmskcurrfreq_tobac]>0 and [kmskcurrdur_tobac]='0')",,,,,,
kmskcurrqty_tobac,kmsk,,dropdown,"3. During the past 30 days, how many packs per day of cigarettes would you typically smoke, at your heaviest use? (AMOUNT)","5, 5 points - Two or more | 4, 4 points - One-two | 3, 3 points - One | 2, 2 points - Half a pack | 1, 1 point - Less than half a pack | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrqtycheck_tobac,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_tobac]='0' and [kmskcurrqty_tobac]>0) or
([kmskcurrfreq_tobac]>0 and [kmskcurrqty_tobac]='0')",,,,,,
kmskcurrqty2_tobac,kmsk,,dropdown,"4. How many cigars per day would you typically smoke during the past month?","3, Two or more | 2, One-two | 1, One | 0, None",,,,,,"[kmskcurrfreq_tobac] >0",y,,,,,
kmskcurrchoice_tobac,kmsk,,dropdown,"5. Is tobacco your drug of choice?","1, Yes | 0, No",,,,,,"[kmskcurrfreq_tobac] > 0",y,,,,,
kmskcurrtotal_tobac,kmsk,,calc,"Total 30-Day Tobacco Score",[kmskcurrfreq_tobac]+[kmskcurrdur_tobac]+[kmskcurrqty_tobac],,,,,,,y,,,,,
kmskcurrcomments_tobac,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmsklifefreq_coc,kmsk,"Cocaine - Lifetime",dropdown,"1. At the time in your life when you were using the most cocaine or crack cocaine, were you using it: (FREQUENCY)","7, 7 points - Several times a day, every day or most days, or continuous use as long as drug is available | 6, 6 points - Three or more times a day, three to five days a week | 5, 5 points - Three or more times a day, one to three days a week | 4, 4 points - Once a day, every day or most days | 3, 3 points - More than 100 times in lifetime | 2, 2 points - 20 - 100 times in lifetime | 1, 1 point - Fewer than 20 times in lifetime | 0, 0 points - Never used",,,,,,,y,,,,,
kmsklifetype_coc,kmsk,,checkbox,"1b. How did you use it?","1, smoking | 2, snorting | 3, freebasing | 4, skin popping | 5, IV injection",,,,,,"[kmsklifefreq_coc] >0",y,,,,,
kmsklifewhen_coc,kmsk,,text,"2. When was this?",,,,,,,"[kmsklifefreq_coc] >0",y,,,,,
kmsklifecurrent_coc,kmsk,,text,"3. Are you currently using?",,,,,,,"[kmsklifefreq_coc] >0",y,,,,,
kmsklifedur_coc,kmsk,,dropdown,"4. How long did this pattern of cocaine use last? (DURATION)

(If Frequency score = 0 or 1, score Duration as 0)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmsklifedurcheck_coc,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0 or 1, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score >= 2, score Duration as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_coc]<2 and [kmsklifedur_coc]>0)
or ([kmsklifefreq_coc]>=2 and [kmsklifedur_coc]='0')",,,,,,
kmsklifeqty_coc,kmsk,,dropdown,"5. During this time when you were using the most cocaine, how much would you use/spend at one sitting? (AMOUNT)","6, 6 points - $100 or more | 5, 5 points - $80-99 | 4, 4 points - $60-79 | 3, 3 points - $40-59 | 2, 2 points - $20-39 | 1, 1 point - $1-19 | 0, 0 points - $0 (none)",,,,,,,y,,,,,
kmsklifeqtycheck_coc,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_coc]='0' and [kmsklifeqty_coc]>0) or
([kmsklifefreq_coc]>0 and [kmsklifeqty_coc]='0')",,,,,,
kmsklifechoice_coc,kmsk,,dropdown,"6. Is cocaine your drug of choice?","1, Yes | 0, No",,,,,,"[kmsklifefreq_coc] >0",y,,,,,
kmsklifeage_coc,kmsk,,text,"7. Age of first use:",,,integer,0,90,,"[kmsklifefreq_coc] >0",y,,,,,
kmsklifetotal_coc,kmsk,,calc,"Total Lifetime Cocaine Score",[kmsklifefreq_coc]+[kmsklifedur_coc]+[kmsklifeqty_coc],,,,,,,y,,,,,
kmsklifecomments_coc,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmskcurrfreq_coc,kmsk,"Cocaine - 30 Days",dropdown,"1. During the last 30 days, how many days did you use cocaine or crack cocaine? (FREQUENCY)","4, 4 points - Nineteen to thirty days | 3, 3 points - Eight to eighteen days | 2, 2 points - Three to seven days | 1, 1 point - One to two days | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrtype_coc,kmsk,,checkbox,"1b. How did you use it?","1, smoking | 2, snorting | 3, freebasing | 4, skin popping | 5, IV injection",,,,,,"[kmskcurrfreq_coc] >0",y,,,,,
kmskcurrdur_coc,kmsk,,dropdown,"2. How long has this pattern of cocaine use been going on? (DURATION)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmskcurrdurcheck_coc,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Duration as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_coc]='0' and [kmskcurrdur_coc]>0) or
([kmskcurrfreq_coc]>0 and [kmskcurrdur_coc]='0')",,,,,,
kmskcurrqty_coc,kmsk,,dropdown,"3. During this time when you were using the most cocaine, how much would you use/spend at one sitting? (AMOUNT)","6, 6 points - $100 or more | 5, 5 points - $80-99 | 4, 4 points - $60-79 | 3, 3 points - $40-59 | 2, 2 points - $20-39 | 1, 1 point - $1-19 | 0, 0 points - $0 (none)",,,,,,,y,,,,,
kmskcurrqtycheck_coc,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_coc]='0' and [kmskcurrqty_coc]>0) or
([kmskcurrfreq_coc]>0 and [kmskcurrqty_coc]='0')",,,,,,
kmskcurrchoice_coc,kmsk,,dropdown,"4. Is cocaine your drug of choice?","1, Yes | 0, No",,,,,,"[kmskcurrfreq_coc] > 0",y,,,,,
kmskcurrtotal_coc,kmsk,,calc,"Total 30-Day Cocaine Score",[kmskcurrfreq_coc]+[kmskcurrdur_coc]+[kmskcurrqty_coc],,,,,,,y,,,,,
kmskcurrcomments_coc,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmsklifefreq_heroin,kmsk,"Heroin - Lifetime",dropdown,"1. At the time in your life when you were using the most heroin, were you using it: (FREQUENCY)","4, 4 points - Several times a day, every day or most days | 3, 3 points - Once a day, every day or most days | 2, 2 points - 20 - 100 times in lifetime | 1, 1 point - Fewer than 20 times in lifetime | 0, 0 points - Never used",,,,,,,y,,,,,
kmsklifetype_heroin,kmsk,,checkbox,"1b. How did you use it?","1, smoking | 2, snorting | 3, freebasing | 4, skin popping | 5, IV injection",,,,,,"[kmsklifefreq_heroin] >0",y,,,,,
kmsklifewhen_heroin,kmsk,,text,"2. When was this?",,,,,,,"[kmsklifefreq_heroin] >0",y,,,,,
kmsklifecurrent_heroin,kmsk,,text,"3. Are you currently using?",,,,,,,"[kmsklifefreq_heroin] >0",y,,,,,
kmsklifedur_heroin,kmsk,,dropdown,"4. How long did this pattern of heroin and/or opiate use last? (DURATION)

(If Frequency score = 0 or 1, score Duration as 0)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmsklifedurcheck_heroin,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0 or 1, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score >= 2, score Duration as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_heroin]<2 and [kmsklifedur_heroin]>0)
or ([kmsklifefreq_heroin]>=2 and [kmsklifedur_heroin]='0')",,,,,,
kmsklifeqty_heroin,kmsk,,dropdown,"5 & 6. During this time when you were using the most heroin or opiates, how much would you typically use/spend at one sitting? (AMOUNT)","6, 6 points - 10 or more doses | 5, 5 points - 8-9 doses | 4, 4 points - 6-7 doses | 3, 3 points - 4-5 doses | 2, 2 points - 2-3 doses | 1, 1 point - <1-1 doses | 0, 0 points - 0 doses",,,,,,,y,,,,,
kmsklifeqtycheck_heroin,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_heroin]='0' and [kmsklifeqty_heroin]>0) or
([kmsklifefreq_heroin]>0 and [kmsklifeqty_heroin]='0')",,,,,,
kmsklifechoice_heroin,kmsk,,dropdown,"7. Is heroin your drug of choice?","1, Yes | 0, No",,,,,,"[kmsklifefreq_heroin] >0",y,,,,,
kmsklifeage_heroin,kmsk,,text,"8. Age of first use:",,,integer,0,90,,"[kmsklifefreq_heroin] >0",y,,,,,
kmsklifetotal_heroin,kmsk,,calc,"Total Lifetime Heroin Score",[kmsklifefreq_heroin]+[kmsklifedur_heroin]+[kmsklifeqty_heroin],,,,,,,y,,,,,
kmsklifecomments_heroin,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmskcurrfreq_heroin,kmsk,"Heroin - 30 Days",dropdown,"1. During the last 30 days, how many days did you use heroin? (FREQUENCY)","4, 4 points - Fourteen to thirty-one days | 3, 3 points - Five to thirteen days | 2, 2 points - Three to four days | 1, 1 points - One to two days | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrtype_heroin,kmsk,,checkbox,"1b. How did you use it?","1, smoking | 2, snorting | 3, freebasing | 4, skin popping | 5, IV injection",,,,,,"[kmskcurrfreq_heroin] >0",y,,,,,
kmskcurrdur_heroin,kmsk,,dropdown,"2. How long has this pattern of heroin use been going on? (DURATION)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmskcurrdurcheck_heroin,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Duration as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_heroin]='0' and [kmskcurrdur_heroin]>0) or
([kmskcurrfreq_heroin]>0 and [kmskcurrdur_heroin]='0')",,,,,,
kmskcurrqty_heroin,kmsk,,dropdown,"3 & 4. During this time when you were using the most heroin, how much would you typically use/spend at one sitting? (AMOUNT)","6, 6 points - 10 or more doses | 5, 5 points - 8-9 doses | 4, 4 points - 6-7 doses | 3, 3 points - 4-5 doses | 2, 2 points - 2-3 doses | 1, 1 point - <1-1 doses | 0, 0 points - 0 doses",,,,,,,y,,,,,
kmskcurrqtycheck_heroin,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_heroin]='0' and [kmskcurrqty_heroin]>0) or
([kmskcurrfreq_heroin]>0 and [kmskcurrqty_heroin]='0')",,,,,,
kmskcurrchoice_heroin,kmsk,,dropdown,"5. Is heroin your drug of choice?","1, Yes | 0, No",,,,,,"[kmskcurrfreq_heroin] > 0",y,,,,,
kmskcurrtotal_heroin,kmsk,,calc,"Total 30-Day Heroin Score",[kmskcurrfreq_heroin]+[kmskcurrdur_heroin]+[kmskcurrqty_heroin],,,,,,,y,,,,,
kmskcurrcomments_heroin,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmsklifefreq_opiates,kmsk,"Illicit Use of Prescription Opiates - Lifetime",dropdown,"1. At the time in your life when you were illicitly using prescription opiates (Oxycontin, Percocet, etc.) were you using them: (FREQUENCY)","5, 5 points - Every day, or nearly every day | 4, 4 points - Three or more days a week | 3, 3 points - Every weekend, or most weekends and holidays | 2, 2 points - Once a week or less | 1, 1 point - A few times a year, on special occasions | 0, 0 points - Never",,,,,,,y,,,,,
kmsklifetype_opiates,kmsk,,checkbox,"1b. How did you use it?","1, smoking | 2, snorting | 3, freebasing | 4, skin popping | 5, IV injection | 6, oral",,,,,,"[kmsklifefreq_opiates] >0",y,,,,,
kmsklifewhen_opiates,kmsk,,text,"2. When was this?",,,,,,,"[kmsklifefreq_opiates] >0",y,,,,,
kmsklifecurrent_opiates,kmsk,,text,"3. Are you currently using?",,,,,,,"[kmsklifefreq_opiates] >0",y,,,,,
kmsklifenames_opiates,kmsk,,text,"4. If you were illicitly using prescription opiates, what were their names?",,,,,,,"[kmsklifefreq_opiates] >0",y,,,,,
kmsklifedur_opiates,kmsk,,dropdown,"5. How long did this pattern of opiate use last? (DURATION)

(If Frequency score = 0 or 1, score Duration as 0)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmsklifedurcheck_opiates,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0 or 1, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score >= 2, score Duration as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_opiates]<2 and [kmsklifedur_opiates]>0)
or ([kmsklifefreq_opiates]>=2 and [kmsklifedur_opiates]='0')",,,,,,
kmsklifeqty_opiates,kmsk,,dropdown,"6. During this time when you were illicitly using the most prescription opiates, how many would you typically use at one sitting? (AMOUNT)","4, 4 points - 10-20 pills | 3, 3 points - 5-10 pills | 2, 2 points - 3-4 pills | 1, 1 point - 1-2 pills | 0, 0 points - None",,,,,,,y,,,,,
kmsklifeqtycheck_opiates,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_opiates]='0' and [kmsklifeqty_opiates]>0) or
([kmsklifefreq_opiates]>0 and [kmsklifeqty_opiates]='0')",,,,,,
kmsklifechoice_opiates,kmsk,,dropdown,"7. Are prescription opiates your drug of choice?","1, Yes | 0, No",,,,,,"[kmsklifefreq_opiates] >0",y,,,,,
kmsklifeage_opiates,kmsk,,text,"8. Age of first use:",,,integer,0,90,,"[kmsklifefreq_opiates] >0",y,,,,,
kmsklifetotal_opiates,kmsk,,calc,"Total Lifetime Illicit Prescription Opiate Score",[kmsklifefreq_opiates]+[kmsklifedur_opiates]+[kmsklifeqty_opiates],,,,,,,y,,,,,
kmsklifecomments_opiates,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmskcurrfreq_opiates,kmsk,"Illicit Use of Prescription Opiates - 30 Days",dropdown,"1. During the last 30 days, how many days did you illicitly use prescription opiates (e.g., Oxycontin, Percocet, etc.)? (FREQUENCY)","4, 4 points - Twenty-one to thirty days | 3, 3 points - Eleven to twenty days | 2, 2 points - Three to ten days | 1, 1 point - One to two days | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrtype_opiates,kmsk,,checkbox,"1b. How did you use it?","1, smoking | 2, snorting | 3, freebasing | 4, skin popping | 5, IV injection | 6, oral",,,,,,"[kmskcurrfreq_opiates] >0",y,,,,,
kmskcurrnames_opiates,kmsk,,text,"2. If you were illicitly using prescription opiates, what were their names?",,,,,,,"[kmskcurrfreq_opiates] >0",y,,,,,
kmskcurrdur_opiates,kmsk,,dropdown,"3. How long has this current pattern of illicit prescription opiate use been going on? (DURATION)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmskcurrdurcheck_opiates,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Duration as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_opiates]='0' and [kmskcurrdur_opiates]>0) or
([kmskcurrfreq_opiates]>0 and [kmskcurrdur_opiates]='0')",,,,,,
kmskcurrqty_opiates,kmsk,,dropdown,"4. During this time when you were illicitly using the most prescription opiates, how many would you typically use at a time? (AMOUNT)","4, 4 points - 10-20 pills | 3, 3 points - 5-10 pills | 2, 2 points - 3-4 pills | 1, 1 point - 1-2 pills | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrqtycheck_opiates,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_opiates]='0' and [kmskcurrqty_opiates]>0) or
([kmskcurrfreq_opiates]>0 and [kmskcurrqty_opiates]='0')",,,,,,
kmskcurrchoice_opiates,kmsk,,dropdown,"5. Are prescription opiates your drug of choice?","1, Yes | 0, No",,,,,,"[kmskcurrfreq_opiates] > 0",y,,,,,
kmskcurrtotal_opiates,kmsk,,calc,"Total 30-Day Illicit Prescription Opiate Score",[kmskcurrfreq_opiates]+[kmskcurrdur_opiates]+[kmskcurrqty_opiates],,,,,,,y,,,,,
kmskcurrcomments_opiates,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmsklifefreq_mj,kmsk,"Marijuana/Cannabis - Lifetime",dropdown,"1. At the time in your life when you were using the most marijuana, were you using it: (FREQUENCY)","6, 6 points - Several times a day, every day | 5, 5 points - Every day, or nearly every day | 4, 4 points - Three or more days a week | 3, 3 points - Every weekend, or most weekends and holidays | 2, 2 points - Once a week or less | 1, 1 point - A few times a year, on special occasions | 0, 0 points - Never",,,,,,,y,,,,,
kmsklifewhen_mj,kmsk,,text,"2. When was this?",,,,,,,"[kmsklifefreq_mj] >0",y,,,,,
kmsklifetype_mj,kmsk,,text,"3. What form of marijuana did you use (e.g., plant, oil, hash, etc.) and how did you typically use it?",,,,,,,"[kmsklifefreq_mj] >0",y,,,,,
kmsklifecurrent_mj,kmsk,,text,"4. Are you using currently?",,,,,,,"[kmsklifefreq_mj] >0",y,,,,,
kmsklifedur_mj,kmsk,,dropdown,"5. How long did this pattern of marijuana use last? (DURATION)

(If Frequency score = 0, 1, or 2, score Duration as 0)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmsklifedurcheck_mj,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, 1, or 2, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score >= 3, score Duration as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_mj]<3 and [kmsklifedur_mj]>0)
or ([kmsklifefreq_mj]>=3 and [kmsklifedur_mj]='0')",,,,,,
kmsklifeqty_mj,kmsk,,dropdown,"6. During this time when you were using the most, how much marijuana at a sitting would you typically use? (AMOUNT)","5, 5 points - More than five joints | 4, 4 points - Four to five joints | 3, 3 points - Two to three joints | 2, 2 points - One to two joints | 1, 1 point - Less than one joint | 0, 0 points - None",,,,,,,y,,,,,
kmsklifeqtycheck_mj,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmsklifefreq_mj]='0' and [kmsklifeqty_mj]>0) or
([kmsklifefreq_mj]>0 and [kmsklifeqty_mj]='0')",,,,,,
kmsklifechoice_mj,kmsk,,dropdown,"7.  Is marijuana your drug of choice?","1, Yes | 0, No",,,,,,"[kmsklifefreq_mj] >0",y,,,,,
kmsklifeage_mj,kmsk,,text,"8. Age of first use:",,,integer,0,90,,"[kmsklifefreq_mj] >0",y,,,,,
kmsklifetotal_mj,kmsk,,calc,"Total Lifetime Marijuana Score",[kmsklifefreq_mj]+[kmsklifedur_mj]+[kmsklifeqty_mj],,,,,,,y,,,,,
kmsklifecomments_mj,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmskcurrfreq_mj,kmsk,"Marijuana/Cannabis - 30 Days",dropdown,"1. During the last 30 days, how many days did you use marijuana? (FREQUENCY)","4, 4 points - Twenty-one to thirty days | 3, 3 points - Eleven to twenty days | 2, 2 points - Three to ten days | 1, 1 point - One to two days | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrtype_mj,kmsk,,text,"2. What form of marijuana did you use (e.g., plant, oil, hash, etc.) and how did you typically use it?",,,,,,,"[kmskcurrfreq_mj] >0",y,,,,,
kmskcurrdur_mj,kmsk,,dropdown,"3. How long has this pattern of marijuana use been going on? (DURATION)","3, 3 points - More than a year | 2, 2 points - Six months to one year | 1, 1 point - Less than six months | 0, 0 points - N/a",,,,,,,y,,,,,
kmskcurrdurcheck_mj,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Duration scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Duration as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Duration as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_mj]='0' and [kmskcurrdur_mj]>0) or
([kmskcurrfreq_mj]>0 and [kmskcurrdur_mj]='0')",,,,,,
kmskcurrqty_mj,kmsk,,dropdown,"4. During this time when you were using the most, how much marijuana at a sitting would you typically use? (AMOUNT)","5, 5 points - More than five joints | 4, 4 points - Four to five joints | 3, 3 points - Two to three joints | 2, 2 points - One to two joints | 1, 1 point - Less than one joint | 0, 0 points - None",,,,,,,y,,,,,
kmskcurrqtycheck_mj,kmsk,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Check Frequency and Amount scores.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score = 0, score Amount as 0.</span></p> <p><span style=""color: #e03e2d;"">If Frequency score > 0, score Amount as > 0.</span></p></div>",,,,,,,"([kmskcurrfreq_mj]='0' and [kmskcurrqty_mj]>0) or
([kmskcurrfreq_mj]>0 and [kmskcurrqty_mj]='0')",,,,,,
kmskcurrchoice_mj,kmsk,,dropdown,"5. Is marijuana your drug of choice?","1, Yes | 0, No",,,,,,"[kmskcurrfreq_mj] > 0",y,,,,,
kmskcurrtotal_mj,kmsk,,calc,"Total 30-Day Marijuana Score",[kmskcurrfreq_mj]+[kmskcurrdur_mj]+[kmskcurrqty_mj],,,,,,,y,,,,,
kmskcurrcomments_mj,kmsk,,notes,Comments:,,,,,,,,,,,,,
kmsklifefreq_amp,kmsk,"Amphetamine/Methamphetamine - Lifetime",dropdown,"2. At the time in your life when you were using the most amphetamine or methamphetamine, were you using it: (FREQUENCY)","5, 5 points - Every day, or nearly every day | 4, 4 points - Three or more days a week | 3, 3 points - Every weekend, or most weekends and holidays | 2, 2 points - Once a week or less | 1, 1 point - A few times a year, on special occasions | 0, 0 points - Never",,,,,,,y,,,,,
kmsklifetype_amp,kmsk,,checkbox,"1. At the time in your life when you were using the most amphetamine or methamphetamine, which drug were you using primarily:","1, Amphetamine | 2, Methamphetamine",,,,,,"[kmsklifefreq_amp] >0",y,,,,,
kmsklifewhen_amp,kmsk,,text,"3. When was this?",,,,,,,"[kmsklifefreq_amp] >0",y,,,,,
kmsklifecurrent_amp,kmsk,,text,"4. Are you currently using?",,,,,,,"[kmsklifefreq_amp] >0",y,,,,,
